split,stem,label_path,line_number,raw_line,fields_count,class_id,class_name,x_center,y_center,bbox_width_norm,bbox_height_norm,bbox_area_norm,x1_norm,y1_norm,x2_norm,y2_norm,parse_error,has_five_fields,is_numeric,class_id_is_integer,class_id_known,coords_in_0_1,positive_width,positive_height,bbox_edges_in_0_1,valid_yolo_row
train,2017-09-01_3-01-01-mp4-bee_id_2564-70170-1_png.rf.b8170380c527c5ae724479d838b770da,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2564-70170-1_png.rf.b8170380c527c5ae724479d838b770da.txt,1,0 0.275 0.4328125 0.19140625 0.0890625,5,0,varroa-mite,0.275,0.4328125,0.19140625,0.0890625,0.017047119140625,0.17929687500000002,0.38828124999999997,0.370703125,0.47734375,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2564-70170-1_png.rf.b8170380c527c5ae724479d838b770da,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2564-70170-1_png.rf.b8170380c527c5ae724479d838b770da.txt,2,0 0.54765625 0.38828125 0.17734375 0.1,5,0,varroa-mite,0.54765625,0.38828125,0.17734375,0.1,0.017734375,0.45898437499999994,0.33828125000000003,0.6363281249999999,0.43828125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2565-70485-1_png.rf.3b45380bbeeef109c22565c6b33e3bb0,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2565-70485-1_png.rf.3b45380bbeeef109c22565c6b33e3bb0.txt,1,0 0.28515625 0.45546875 0.18671875 0.09140625,5,0,varroa-mite,0.28515625,0.45546875,0.18671875,0.09140625,0.017067260742187496,0.191796875,0.40976562499999997,0.378515625,0.5011718749999999,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2565-70485-1_png.rf.3b45380bbeeef109c22565c6b33e3bb0,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2565-70485-1_png.rf.3b45380bbeeef109c22565c6b33e3bb0.txt,2,0 0.53203125 0.39140625 0.17890625 0.115625,5,0,varroa-mite,0.53203125,0.39140625,0.17890625,0.115625,0.02068603515625,0.44257812499999993,0.33359375,0.621484375,0.44921875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2566-70830-1_png.rf.f56676397a62bbb2c7da7dc7348011e5,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2566-70830-1_png.rf.f56676397a62bbb2c7da7dc7348011e5.txt,1,0 0.2859375 0.43515625 0.17890625 0.09375,5,0,varroa-mite,0.2859375,0.43515625,0.17890625,0.09375,0.016772460937499997,0.19648437500000002,0.38828125,0.375390625,0.48203125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2566-70830-1_png.rf.f56676397a62bbb2c7da7dc7348011e5,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2566-70830-1_png.rf.f56676397a62bbb2c7da7dc7348011e5.txt,2,0 0.53515625 0.37421875 0.19453125 0.13359375,5,0,varroa-mite,0.53515625,0.37421875,0.19453125,0.13359375,0.0259881591796875,0.437890625,0.30742187499999996,0.632421875,0.441015625,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2578-74865-1_png.rf.e661e0dfa38f1524e6908525a8ecba47,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2578-74865-1_png.rf.e661e0dfa38f1524e6908525a8ecba47.txt,1,0 0.43046875 0.403125 0.18515625 0.11015625,5,0,varroa-mite,0.43046875,0.403125,0.18515625,0.11015625,0.020396118164062498,0.337890625,0.34804687500000003,0.523046875,0.458203125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2578-74865-1_png.rf.e661e0dfa38f1524e6908525a8ecba47,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2578-74865-1_png.rf.e661e0dfa38f1524e6908525a8ecba47.txt,2,0 0.2 0.4890625 0.1828125 0.1109375,5,0,varroa-mite,0.2,0.4890625,0.1828125,0.1109375,0.02028076171875,0.10859375000000002,0.43359375,0.29140625,0.54453125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2588-81675-1_png.rf.185041565dec4ec3d05f10d3708b1e20,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2588-81675-1_png.rf.185041565dec4ec3d05f10d3708b1e20.txt,1,0 0.29609375 0.46015625 0.1578125 0.09140625,5,0,varroa-mite,0.29609375,0.46015625,0.1578125,0.09140625,0.014425048828124998,0.21718749999999998,0.414453125,0.375,0.505859375,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2588-81675-1_png.rf.185041565dec4ec3d05f10d3708b1e20,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2588-81675-1_png.rf.185041565dec4ec3d05f10d3708b1e20.txt,2,0 0.56328125 0.42890625 0.2 0.10546875,5,0,varroa-mite,0.56328125,0.42890625,0.2,0.10546875,0.02109375,0.46328125,0.376171875,0.6632812499999999,0.481640625,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2594-82305-1_png.rf.72b169e1ce2beeecb656d0362f935691,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2594-82305-1_png.rf.72b169e1ce2beeecb656d0362f935691.txt,1,0 0.65703125 0.453125 0.17890625 0.10546875,5,0,varroa-mite,0.65703125,0.453125,0.17890625,0.10546875,0.0188690185546875,0.5675781249999999,0.400390625,0.746484375,0.505859375,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2601-83700-1_png.rf.83f31283db994723a7473c0a5a8dd780,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2601-83700-1_png.rf.83f31283db994723a7473c0a5a8dd780.txt,1,0 0.47109375 0.42734375 0.15390625 0.07890625,5,0,varroa-mite,0.47109375,0.42734375,0.15390625,0.07890625,0.0121441650390625,0.39414062499999997,0.38789062500000004,0.5480468749999999,0.466796875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2602-83715-1_png.rf.b28bb07b8888e8fc77efd4611f99d3e2,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2602-83715-1_png.rf.b28bb07b8888e8fc77efd4611f99d3e2.txt,1,0 0.48671875 0.446875 0.14765625 0.07890625,5,0,varroa-mite,0.48671875,0.446875,0.14765625,0.07890625,0.0116510009765625,0.41289062499999996,0.40742187500000004,0.560546875,0.486328125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2604-84210-1_png.rf.5a6e2e5a0ca45ada1584c99fa1e96b9f,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2604-84210-1_png.rf.5a6e2e5a0ca45ada1584c99fa1e96b9f.txt,1,0 0.51953125 0.45 0.18828125 0.10390625,5,0,varroa-mite,0.51953125,0.45,0.18828125,0.10390625,0.019563598632812502,0.425390625,0.398046875,0.613671875,0.501953125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2606-84390-1_png.rf.d5c29de3c432ec84228162e6e1c1abf7,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2606-84390-1_png.rf.d5c29de3c432ec84228162e6e1c1abf7.txt,1,0 0.34921875 0.4484375 0.10546875 0.0671875,5,0,varroa-mite,0.34921875,0.4484375,0.10546875,0.0671875,0.007086181640625,0.296484375,0.41484375,0.401953125,0.48203124999999997,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2606-84390-1_png.rf.d5c29de3c432ec84228162e6e1c1abf7,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2606-84390-1_png.rf.d5c29de3c432ec84228162e6e1c1abf7.txt,2,0 0.6625 0.44765625 0.09921875 0.05625,5,0,varroa-mite,0.6625,0.44765625,0.09921875,0.05625,0.0055810546875,0.612890625,0.41953124999999997,0.7121093749999999,0.47578125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2606-84390-1_png.rf.d5c29de3c432ec84228162e6e1c1abf7,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2606-84390-1_png.rf.d5c29de3c432ec84228162e6e1c1abf7.txt,3,0 0.49453125 0.49375 0.1625 0.05859375,5,0,varroa-mite,0.49453125,0.49375,0.1625,0.05859375,0.009521484375,0.41328125,0.464453125,0.57578125,0.523046875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2607-84480-1_png.rf.eec185a7a52a9e3317aaa1dc8580ed9b,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2607-84480-1_png.rf.eec185a7a52a9e3317aaa1dc8580ed9b.txt,1,0 0.453125 0.5921875 0.1546875 0.07890625,5,0,varroa-mite,0.453125,0.5921875,0.1546875,0.07890625,0.012205810546875,0.37578125,0.552734375,0.53046875,0.631640625,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2608-84525-1_png.rf.971f05be201ce05303579f7a583b6b3d,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2608-84525-1_png.rf.971f05be201ce05303579f7a583b6b3d.txt,1,0 0.4375 0.5765625 0.140625 0.07109375,5,0,varroa-mite,0.4375,0.5765625,0.140625,0.07109375,0.009997558593749999,0.3671875,0.541015625,0.5078125,0.612109375,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2609-84600-1_png.rf.c1eeb3b497202f9871ebc9de64088a33,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2609-84600-1_png.rf.c1eeb3b497202f9871ebc9de64088a33.txt,1,0 0.640625 0.42265625 0.17265625 0.0921875,5,0,varroa-mite,0.640625,0.42265625,0.17265625,0.0921875,0.015916748046875002,0.554296875,0.3765625,0.726953125,0.46875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2609-84600-1_png.rf.c1eeb3b497202f9871ebc9de64088a33,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2609-84600-1_png.rf.c1eeb3b497202f9871ebc9de64088a33.txt,2,0 0.3765625 0.5140625 0.1859375 0.09921875,5,0,varroa-mite,0.3765625,0.5140625,0.1859375,0.09921875,0.018448486328125,0.28359375000000003,0.46445312499999997,0.46953125,0.5636718749999999,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2610-84675-1_png.rf.805cbf49e391ad2bc708e7e42102825d,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2610-84675-1_png.rf.805cbf49e391ad2bc708e7e42102825d.txt,1,0 0.5703125 0.5640625 0.12421875 0.0703125,5,0,varroa-mite,0.5703125,0.5640625,0.12421875,0.0703125,0.008734130859375,0.508203125,0.52890625,0.632421875,0.59921875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2615-84945-1_png.rf.9eeb50b530db525d4f1c9a148865bbf9,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2615-84945-1_png.rf.9eeb50b530db525d4f1c9a148865bbf9.txt,1,0 0.3546875 0.5109375 0.10859375 0.0640625,5,0,varroa-mite,0.3546875,0.5109375,0.10859375,0.0640625,0.006956787109374999,0.30039062499999997,0.47890625000000003,0.408984375,0.54296875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2616-84960-1_png.rf.026caf84695a038d1d7a17a782d5a23a,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2616-84960-1_png.rf.026caf84695a038d1d7a17a782d5a23a.txt,1,0 0.440625 0.5390625 0.171875 0.06328125,5,0,varroa-mite,0.440625,0.5390625,0.171875,0.06328125,0.01087646484375,0.3546875,0.507421875,0.5265625,0.570703125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2617-85020-1_png.rf.1c1e70b60e8ec553a90928874eb594f3,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2617-85020-1_png.rf.1c1e70b60e8ec553a90928874eb594f3.txt,1,0 0.42734375 0.44609375 0.153125 0.071875,5,0,varroa-mite,0.42734375,0.44609375,0.153125,0.071875,0.011005859375,0.35078125000000004,0.41015625,0.50390625,0.48203125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2619-85080-1_png.rf.0ca2ca16c559ecdbce88f3060a470904,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2619-85080-1_png.rf.0ca2ca16c559ecdbce88f3060a470904.txt,1,0 0.49765625 0.484375 0.11875 0.07265625,5,0,varroa-mite,0.49765625,0.484375,0.11875,0.07265625,0.0086279296875,0.43828125,0.448046875,0.55703125,0.520703125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2621-85290-1_png.rf.7b422438ce5f4ad102c35111904dcca0,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2621-85290-1_png.rf.7b422438ce5f4ad102c35111904dcca0.txt,1,0 0.4609375 0.5140625 0.13828125 0.0609375,5,0,varroa-mite,0.4609375,0.5140625,0.13828125,0.0609375,0.008426513671875,0.391796875,0.48359375,0.530078125,0.54453125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2622-85305-1_png.rf.d521edfab90ec64fe7ec4b4f85dd7ce0,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2622-85305-1_png.rf.d521edfab90ec64fe7ec4b4f85dd7ce0.txt,1,0 0.41171875 0.56328125 0.1234375 0.05859375,5,0,varroa-mite,0.41171875,0.56328125,0.1234375,0.05859375,0.007232666015625,0.35000000000000003,0.533984375,0.4734375,0.592578125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2623-85335-1_png.rf.afcbc47ba14311ab4a224f5f80f03bc4,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2623-85335-1_png.rf.afcbc47ba14311ab4a224f5f80f03bc4.txt,1,0 0.6328125 0.4546875 0.1140625 0.08046875,5,0,varroa-mite,0.6328125,0.4546875,0.1140625,0.08046875,0.009178466796875,0.57578125,0.41445312500000003,0.68984375,0.494921875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2624-85350-1_png.rf.c7379185ecde66f83437e8b1cb532c5d,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2624-85350-1_png.rf.c7379185ecde66f83437e8b1cb532c5d.txt,1,0 0.45859375 0.5578125 0.15 0.07734375,5,0,varroa-mite,0.45859375,0.5578125,0.15,0.07734375,0.0116015625,0.38359375,0.519140625,0.53359375,0.5964843750000001,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2628-85590-1_png.rf.465077f6c88f88980fa28d93a7c9b230,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2628-85590-1_png.rf.465077f6c88f88980fa28d93a7c9b230.txt,1,0 0.56015625 0.434375 0.13671875 0.0734375,5,0,varroa-mite,0.56015625,0.434375,0.13671875,0.0734375,0.010040283203125,0.491796875,0.39765625,0.628515625,0.47109375000000003,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2630-85755-1_png.rf.5859f8395f2657d140133ee433f1776c,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2630-85755-1_png.rf.5859f8395f2657d140133ee433f1776c.txt,1,0 0.390625 0.38828125 0.17265625 0.1046875,5,0,varroa-mite,0.390625,0.38828125,0.17265625,0.1046875,0.018074951171875003,0.304296875,0.3359375,0.476953125,0.44062500000000004,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2631-85755-1_png.rf.de98b9a0e5498b61b5382113cd88ea2f,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2631-85755-1_png.rf.de98b9a0e5498b61b5382113cd88ea2f.txt,1,0 0.521875 0.40234375 0.16796875 0.10390625,5,0,varroa-mite,0.521875,0.40234375,0.16796875,0.10390625,0.0174530029296875,0.437890625,0.350390625,0.605859375,0.454296875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2631-85755-1_png.rf.de98b9a0e5498b61b5382113cd88ea2f,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2631-85755-1_png.rf.de98b9a0e5498b61b5382113cd88ea2f.txt,2,0 0.2484375 0.4359375 0.1703125 0.09609375,5,0,varroa-mite,0.2484375,0.4359375,0.1703125,0.09609375,0.016365966796875003,0.16328125,0.387890625,0.33359375,0.48398437499999997,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2635-85845-1_png.rf.d6f612c03c4105401f890fbaf62abcb3,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2635-85845-1_png.rf.d6f612c03c4105401f890fbaf62abcb3.txt,1,0 0.51875 0.4390625 0.12890625 0.08203125,5,0,varroa-mite,0.51875,0.4390625,0.12890625,0.08203125,0.0105743408203125,0.45429687500000004,0.398046875,0.583203125,0.480078125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2637-85875-1_png.rf.ec1d493a3c8e5089772d665e83fa1921,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2637-85875-1_png.rf.ec1d493a3c8e5089772d665e83fa1921.txt,1,0 0.5328125 0.45703125 0.1390625 0.084375,5,0,varroa-mite,0.5328125,0.45703125,0.1390625,0.084375,0.0117333984375,0.46328125000000003,0.41484375,0.6023437500000001,0.49921875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2638-85890-1_png.rf.98974a20d5a40284a6b418272729f172,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2638-85890-1_png.rf.98974a20d5a40284a6b418272729f172.txt,1,0 0.53046875 0.40859375 0.1515625 0.0734375,5,0,varroa-mite,0.53046875,0.40859375,0.1515625,0.0734375,0.011130371093749999,0.4546875,0.37187499999999996,0.6062500000000001,0.4453125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2640-85935-1_png.rf.fb9052e125080da6fd3cbe6e024aed62,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2640-85935-1_png.rf.fb9052e125080da6fd3cbe6e024aed62.txt,1,0 0.534375 0.4203125 0.13515625 0.05859375,5,0,varroa-mite,0.534375,0.4203125,0.13515625,0.05859375,0.0079193115234375,0.46679687500000006,0.391015625,0.6019531250000001,0.449609375,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2644-86100-1_png.rf.797e251a8fbdeb86f6cf2517bd67d91e,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2644-86100-1_png.rf.797e251a8fbdeb86f6cf2517bd67d91e.txt,1,0 0.5328125 0.43046875 0.14765625 0.06875,5,0,varroa-mite,0.5328125,0.43046875,0.14765625,0.06875,0.0101513671875,0.458984375,0.39609375,0.606640625,0.46484375,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2645-86130-1_png.rf.dfb8a86eb9dedc2183366fc714fca204,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2645-86130-1_png.rf.dfb8a86eb9dedc2183366fc714fca204.txt,1,0 0.41171875 0.52578125 0.1234375 0.04609375,5,0,varroa-mite,0.41171875,0.52578125,0.1234375,0.04609375,0.005689697265625001,0.35000000000000003,0.502734375,0.4734375,0.548828125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2646-86160-1_png.rf.cd9dae11f9d89e6e65f70382b8abcde5,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2646-86160-1_png.rf.cd9dae11f9d89e6e65f70382b8abcde5.txt,1,0 0.53203125 0.4296875 0.23828125 0.1,5,0,varroa-mite,0.53203125,0.4296875,0.23828125,0.1,0.023828125000000002,0.41289062499999996,0.3796875,0.651171875,0.4796875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2647-86235-1_png.rf.59f14f2ecd09d8a58aefa7667c30f998,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2647-86235-1_png.rf.59f14f2ecd09d8a58aefa7667c30f998.txt,1,0 0.43125 0.54453125 0.1453125 0.06484375,5,0,varroa-mite,0.43125,0.54453125,0.1453125,0.06484375,0.009422607421875001,0.35859375000000004,0.512109375,0.50390625,0.5769531250000001,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2651-86370-1_png.rf.15cf1b586b32b1e7c1dc5cf255b11668,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2651-86370-1_png.rf.15cf1b586b32b1e7c1dc5cf255b11668.txt,1,0 0.5203125 0.46796875 0.15625 0.09296875,5,0,varroa-mite,0.5203125,0.46796875,0.15625,0.09296875,0.0145263671875,0.44218749999999996,0.42148437499999997,0.5984375,0.514453125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2652-86415-1_png.rf.bb111deb0d7194d939bb6d7e1268552f,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2652-86415-1_png.rf.bb111deb0d7194d939bb6d7e1268552f.txt,1,0 0.565625 0.44453125 0.1875 0.07890625,5,0,varroa-mite,0.565625,0.44453125,0.1875,0.07890625,0.014794921874999999,0.47187500000000004,0.405078125,0.659375,0.48398437499999997,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2656-86610-1_png.rf.d47860be3b3a0375dedc78d562d53399,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2656-86610-1_png.rf.d47860be3b3a0375dedc78d562d53399.txt,1,0 0.4484375 0.5828125 0.1875 0.084375,5,0,varroa-mite,0.4484375,0.5828125,0.1875,0.084375,0.015820312500000003,0.3546875,0.5406249999999999,0.5421875,0.625,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2660-86685-1_png.rf.101480f7f494c8b817b733c025a837ab,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2660-86685-1_png.rf.101480f7f494c8b817b733c025a837ab.txt,1,0 0.51875 0.48671875 0.15234375 0.08203125,5,0,varroa-mite,0.51875,0.48671875,0.15234375,0.08203125,0.0124969482421875,0.44257812500000004,0.445703125,0.594921875,0.527734375,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2661-86700-1_png.rf.c9e717d51a78bbd5d296a64d390dffd2,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2661-86700-1_png.rf.c9e717d51a78bbd5d296a64d390dffd2.txt,1,0 0.4765625 0.45625 0.16875 0.0734375,5,0,varroa-mite,0.4765625,0.45625,0.16875,0.0734375,0.012392578125000001,0.3921875,0.41953124999999997,0.5609375,0.49296875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2662-86715-1_png.rf.c60c2c57c51d4c5b274bd60fdf63a478,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2662-86715-1_png.rf.c60c2c57c51d4c5b274bd60fdf63a478.txt,1,0 0.4921875 0.45546875 0.1828125 0.0828125,5,0,varroa-mite,0.4921875,0.45546875,0.1828125,0.0828125,0.015139160156249998,0.40078125,0.4140625,0.58359375,0.49687499999999996,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2663-86730-1_png.rf.3b27913d6214e4a282093308d5acaa26,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2663-86730-1_png.rf.3b27913d6214e4a282093308d5acaa26.txt,1,0 0.49921875 0.40546875 0.1984375 0.0875,5,0,varroa-mite,0.49921875,0.40546875,0.1984375,0.0875,0.017363281249999998,0.4,0.36171875,0.5984375,0.44921875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2666-87105-1_png.rf.d81423c9c6d75504472c15ce45dcea04,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2666-87105-1_png.rf.d81423c9c6d75504472c15ce45dcea04.txt,1,0 0.4859375 0.54921875 0.1875 0.06875,5,0,varroa-mite,0.4859375,0.54921875,0.1875,0.06875,0.012890625000000001,0.3921875,0.5148437499999999,0.5796875,0.58359375,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2667-87120-1_png.rf.76ae9488bf10a68fe7a05bde137175f4,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2667-87120-1_png.rf.76ae9488bf10a68fe7a05bde137175f4.txt,1,0 0.44609375 0.55546875 0.19140625 0.09140625,5,0,varroa-mite,0.44609375,0.55546875,0.19140625,0.09140625,0.0174957275390625,0.350390625,0.509765625,0.541796875,0.6011718749999999,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2668-87135-1_png.rf.230e043289766017fdb8040248f803d3,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2668-87135-1_png.rf.230e043289766017fdb8040248f803d3.txt,1,0 0.6109375 0.45625 0.2546875 0.0984375,5,0,varroa-mite,0.6109375,0.45625,0.2546875,0.0984375,0.02507080078125,0.48359375000000004,0.40703125,0.73828125,0.50546875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2670-87345-1_png.rf.c29b9b2aed0589560a9eb2ae0013746d,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2670-87345-1_png.rf.c29b9b2aed0589560a9eb2ae0013746d.txt,1,0 0.6875 0.61171875 0.1328125 0.10390625,5,0,varroa-mite,0.6875,0.61171875,0.1328125,0.10390625,0.013800048828125001,0.62109375,0.5597656249999999,0.75390625,0.663671875,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2671-87345-1_png.rf.de13f847f5f9ab79a9614a46d3765af6,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2671-87345-1_png.rf.de13f847f5f9ab79a9614a46d3765af6.txt,1,0 0.52421875 0.4359375 0.1640625 0.07578125,5,0,varroa-mite,0.52421875,0.4359375,0.1640625,0.07578125,0.012432861328125,0.44218749999999996,0.39804687499999997,0.60625,0.473828125,,True,True,True,True,True,True,True,True,True
train,2017-09-01_3-01-01-mp4-bee_id_2672-87345-1_png.rf.2b25dd770a25432c06e6c1ec05d7c297,data/raw/dataset3_external/train/labels/2017-09-01_3-01-01-mp4-bee_id_2672-87345-1_png.rf.2b25dd770a25432c06e6c1ec05d7c297.txt,1,0 0.33515625 0.41484375 0.178125 0.1,5,0,varroa-mite,0.33515625,0.41484375,0.178125,0.1,0.017812500000000002,0.24609375,0.36484375,0.42421875,0.46484375,,True,True,True,True,True,True,True,True,True
